,date,rating,total_song_count
856,1994-04-10,4.1607,19.0
857,1994-04-11,3.6944,21.0
858,1994-04-13,2.8,3.0
859,1994-04-14,3.3077,19.0
860,1994-04-15,3.9524,22.0
861,1994-04-16,3.7955,20.0
862,1994-04-17,3.7872,21.0
863,1994-04-18,3.5143,26.0
864,1994-04-20,3.6098,19.0
865,1994-04-21,4.075,22.0
866,1994-04-22,4.3421,23.0
867,1994-04-23,4.15,21.0
868,1994-04-24,4.2195,21.0
869,1994-04-25,3.6579,22.0
870,1994-04-26,3.1429,6.0
871,1994-04-28,3.0769,13.0
872,1994-04-29,4.2308,25.0
873,1994-04-30,4.15,22.0
874,1994-05-02,4.0789,20.0
875,1994-05-03,4.125,20.0
876,1994-05-04,4.1389,21.0
877,1994-05-06,3.3333,22.0
878,1994-05-07,4.5962,24.0
879,1994-05-08,3.5143,19.0
880,1994-05-10,4.18,20.0
881,1994-05-12,3.8667,25.0
882,1994-05-13,4.2917,20.0
883,1994-05-14,3.7778,21.0
884,1994-05-16,4.1795,23.0
885,1994-05-17,3.75,23.0
886,1994-05-19,3.9429,24.0
887,1994-05-20,3.75,18.0
888,1994-05-21,3.9143,21.0
889,1994-05-22,4.2619,21.0
890,1994-05-23,3.7742,20.0
891,1994-05-25,3.6286,24.0
892,1994-05-26,3.7222,20.0
893,1994-05-27,4.4444,24.0
894,1994-05-28,4.3846,19.0
895,1994-05-29,4.2955,24.0
896,1994-06-09,3.4706,20.0
897,1994-06-10,3.9,22.0
898,1994-06-11,4.5806,18.0
899,1994-06-13,4.1509,23.0
900,1994-06-14,4.1522,26.0
901,1994-06-16,4.1818,26.0
902,1994-06-17,4.4819,26.0
903,1994-06-18,4.6286,22.0
904,1994-06-19,4.1136,18.0
905,1994-06-21,4.3333,22.0
906,1994-06-22,4.6165,31.0
907,1994-06-23,2.7941,20.0
908,1994-06-24,4.1163,25.0
909,1994-06-25,3.7576,22.0
910,1994-06-26,4.4783,27.0
911,1994-06-29,3.8378,22.0
912,1994-06-30,4.383,28.0
913,1994-07-01,3.9412,24.0
914,1994-07-02,4.2615,22.0
915,1994-07-03,4.3273,23.0
916,1994-07-05,4.1111,23.0
917,1994-07-06,4.4615,23.0
918,1994-07-08,4.4901,24.0
919,1994-07-09,3.8039,22.0
920,1994-07-10,4.2131,23.0
921,1994-07-13,4.4715,26.0
922,1994-07-14,4.0625,23.0
923,1994-07-15,4.2558,22.0
924,1994-07-16,4.5888,23.0
925,1994-10-07,3.6444,21.0
926,1994-10-08,4.3559,24.0
927,1994-10-09,3.55,17.0
928,1994-10-10,3.6471,24.0
929,1994-10-12,3.9722,20.0
930,1994-10-13,3.6061,22.0
931,1994-10-14,3.8,24.0
932,1994-10-15,4.0233,21.0
933,1994-10-16,3.5,21.0
934,1994-10-18,4.4545,21.0
935,1994-10-20,3.7692,20.0
936,1994-10-21,3.7692,23.0
937,1994-10-22,3.9487,21.0
938,1994-10-23,4.35,24.0
939,1994-10-25,4.2,24.0
940,1994-10-26,4.0,25.0
941,1994-10-27,3.7353,22.0
942,1994-10-28,3.925,24.0
943,1994-10-29,4.4797,24.0
944,1994-10-31,4.613,51.0
945,1994-11-02,4.4677,18.0
946,1994-11-03,3.7209,23.0
947,1994-11-04,4.371,22.0
948,1994-11-12,4.4615,21.0
949,1994-11-13,3.65,20.0
950,1994-11-14,4.3404,20.0
951,1994-11-16,4.4107,20.0
952,1994-11-17,4.1964,27.0
953,1994-11-18,4.2653,20.0
954,1994-11-19,4.1389,23.0
955,1994-11-20,4.3333,24.0
956,1994-11-22,4.4821,23.0
957,1994-11-23,4.4561,21.0
958,1994-11-25,4.3113,18.0
959,1994-11-26,4.4595,16.0
960,1994-11-28,4.3733,18.0
961,1994-11-30,4.4886,25.0
962,1994-12-01,4.46,20.0
963,1994-12-02,4.1053,17.0
964,1994-12-03,3.9487,20.0
965,1994-12-04,3.7083,20.0
966,1994-12-06,4.0,23.0
967,1994-12-07,3.6452,18.0
968,1994-12-08,4.2381,21.0
969,1994-12-09,4.3958,22.0
970,1994-12-10,4.037,23.0
971,1994-12-28,4.0877,22.0
972,1994-12-29,4.6078,20.0
973,1994-12-30,3.4667,1.0
974,1994-12-31,4.2143,27.0
975,1995-05-14,4.125,11.0
976,1995-05-16,4.1605,16.0
977,1995-06-07,3.5682,22.0
978,1995-06-08,3.8148,18.0
979,1995-06-09,3.7302,18.0
980,1995-06-10,4.2576,20.0
981,1995-06-13,3.0233,21.0
982,1995-06-14,4.375,20.0
983,1995-06-15,4.4459,20.0
984,1995-06-16,4.3667,16.0
985,1995-06-17,4.2063,21.0
986,1995-06-19,4.241,19.0
987,1995-06-20,4.4,22.0
988,1995-06-22,4.4444,16.0
989,1995-06-23,4.0143,17.0
990,1995-06-24,3.6327,20.0
991,1995-06-25,4.2609,21.0
992,1995-06-26,4.4911,18.0
993,1995-06-28,3.7018,20.0
994,1995-06-29,3.7818,17.0
995,1995-06-30,3.8,23.0
996,1995-07-01,4.1923,19.0
997,1995-07-02,4.0351,20.0
998,1995-07-03,4.25,23.0
999,1995-07-13,3.4,1.0
1000,1995-09-27,2.7778,18.0
1001,1995-09-28,2.3333,18.0
1002,1995-09-29,2.7317,19.0
1003,1995-09-30,3.6481,21.0
1004,1995-10-02,3.3125,21.0
1005,1995-10-03,2.5758,21.0
1006,1995-10-05,3.625,21.0
1007,1995-10-06,3.4054,20.0
1008,1995-10-07,4.0833,19.0
1009,1995-10-08,3.1842,22.0
1010,1995-10-11,4.3019,21.0
1011,1995-10-13,3.2941,20.0
1012,1995-10-14,3.975,18.0
1013,1995-10-15,3.3714,20.0
1014,1995-10-17,3.7059,18.0
1015,1995-10-19,3.875,23.0
1016,1995-10-20,3.2143,22.0
1017,1995-10-21,4.4762,22.0
1018,1995-10-22,4.3939,25.0
1019,1995-10-24,4.4051,22.0
1020,1995-10-25,4.2128,20.0
1021,1995-10-27,3.9231,20.0
1022,1995-10-28,4.25,18.0
1023,1995-10-29,3.8958,23.0
1024,1995-10-31,4.5025,31.0
1025,1995-11-09,4.28,19.0
1026,1995-11-10,4.2593,19.0
1027,1995-11-11,4.3333,24.0
1028,1995-11-12,3.9091,21.0
1029,1995-11-14,4.5733,22.0
1030,1995-11-15,3.6486,18.0
1031,1995-11-16,3.5714,22.0
1032,1995-11-18,4.225,19.0
1033,1995-11-19,3.7179,20.0
1034,1995-11-21,4.025,24.0
1035,1995-11-22,3.6379,18.0
1036,1995-11-24,3.6571,23.0
1037,1995-11-25,4.0484,23.0
1038,1995-11-28,3.3529,22.0
1039,1995-11-29,4.2642,21.0
1040,1995-11-30,4.4359,19.0
1041,1995-12-01,4.575,21.0
1042,1995-12-02,4.3294,20.0
1043,1995-12-04,3.6949,22.0
1044,1995-12-05,4.3438,18.0
1045,1995-12-07,4.5676,22.0
1046,1995-12-08,4.3,20.0
1047,1995-12-09,4.4841,19.0
1048,1995-12-11,4.4648,22.0
1049,1995-12-12,4.2647,17.0
1050,1995-12-14,4.6185,19.0
1051,1995-12-15,3.9722,22.0
1052,1995-12-16,3.569,18.0
1053,1995-12-17,4.4605,19.0
1054,1995-12-28,4.1957,19.0
1055,1995-12-29,4.4789,21.0
1056,1995-12-30,4.2128,22.0
1057,1995-12-31,4.647,26.0
1058,1996-04-26,3.7949,15.0
1059,1996-06-06,3.451,20.0
1060,1996-07-02,,
1061,1996-07-03,2.8095,5.0
1062,1996-07-05,2.8,7.0
1063,1996-07-06,3.0667,6.0
1064,1996-07-07,2.5,10.0
1065,1996-07-09,2.25,7.0
1066,1996-07-10,2.8125,7.0
1067,1996-07-11,3.1667,19.0
1068,1996-07-12,2.775,25.0
1069,1996-07-13,2.0,10.0
1070,1996-07-15,3.1667,20.0
1071,1996-07-17,2.6,5.0
1072,1996-07-18,2.4,7.0
1073,1996-07-19,2.2727,6.0
1074,1996-07-21,3.2609,24.0
1075,1996-07-22,2.3333,8.0
1076,1996-07-23,3.8966,20.0
1077,1996-07-24,2.1429,5.0
1078,1996-07-25,2.5833,8.0
1079,1996-08-02,3.4,21.0
1080,1996-08-04,3.6964,18.0
1081,1996-08-05,3.9672,23.0
1082,1996-08-06,4.0833,20.0
1083,1996-08-07,3.8039,22.0
1084,1996-08-10,4.1566,23.0
1085,1996-08-12,3.75,20.0
1086,1996-08-13,4.589,23.0
1087,1996-08-14,4.1915,23.0
1088,1996-08-15,4.3556,4.0
1089,1996-08-16,4.5195,30.0
1090,1996-08-17,4.5964,26.0
1091,1996-10-16,2.6047,23.0
1092,1996-10-17,3.1143,19.0
1093,1996-10-18,3.7593,17.0
1094,1996-10-19,3.8525,21.0
1095,1996-10-21,3.5306,22.0
1096,1996-10-22,4.0862,20.0
1097,1996-10-23,4.1346,18.0
1098,1996-10-25,3.5714,23.0
1099,1996-10-26,3.6809,17.0
1100,1996-10-27,3.2105,22.0
1101,1996-10-29,4.0556,22.0
1102,1996-10-31,4.6,27.0
1103,1996-11-02,4.488,16.0
1104,1996-11-03,3.5429,18.0
1105,1996-11-06,3.8,19.0
1106,1996-11-07,4.4915,17.0
1107,1996-11-08,3.9259,18.0
1108,1996-11-09,3.7451,18.0
1109,1996-11-11,3.6,22.0
1110,1996-11-12,2.6667,1.0
1111,1996-11-13,3.5882,17.0
1112,1996-11-14,3.125,21.0
1113,1996-11-15,4.2264,23.0
1114,1996-11-16,4.4493,21.0
1115,1996-11-18,4.193,21.0
1116,1996-11-19,4.1957,17.0
1117,1996-11-22,3.0,21.0
1118,1996-11-23,3.7879,20.0
1119,1996-11-24,3.8286,20.0
1120,1996-11-27,4.2182,19.0
1121,1996-11-29,3.5682,20.0
1122,1996-11-30,4.1231,22.0
1123,1996-12-01,3.7755,23.0
1124,1996-12-02,3.0286,17.0
1125,1996-12-03,4.0,1.0
1126,1996-12-04,3.4474,21.0
1127,1996-12-06,4.5587,25.0
1128,1996-12-28,3.6429,20.0
1129,1996-12-29,4.4405,22.0
1130,1996-12-30,3.4386,18.0
1131,1996-12-31,3.875,27.0
1132,1997-02-13,3.25,25.0
1133,1997-02-14,3.1463,19.0
1134,1997-02-16,3.6269,23.0
1135,1997-02-17,4.604,19.0
1136,1997-02-18,3.1429,20.0
1137,1997-02-20,3.3,23.0
1138,1997-02-21,4.0625,16.0
1139,1997-02-22,3.1316,19.0
1140,1997-02-23,3.7674,21.0
1141,1997-02-25,2.4634,20.0
1142,1997-02-26,2.7692,4.0
1143,1997-02-28,2.8125,20.0
1144,1997-03-01,4.4846,20.0
1145,1997-03-02,3.2647,23.0
1146,1997-03-05,2.1,1.0
1147,1997-03-18,3.3654,22.0
1148,1997-05-18,3.5714,1.0
1149,1997-06-06,3.6333,28.0
1150,1997-06-13,3.7407,19.0
1151,1997-06-14,3.5263,20.0
1152,1997-06-16,2.7674,19.0
1153,1997-06-19,3.4054,19.0
1154,1997-06-20,4.0,18.0
1155,1997-06-21,3.1667,16.0
1156,1997-06-22,3.4423,10.0
1157,1997-06-24,3.7143,20.0
1158,1997-06-25,4.3333,22.0
1159,1997-06-27,2.0526,8.0
1160,1997-06-29,2.4643,8.0
1161,1997-07-01,4.5858,17.0
1162,1997-07-02,4.588,14.0
1163,1997-07-03,3.6818,15.0
1164,1997-07-05,3.5556,15.0
1165,1997-07-06,3.2857,15.0
1166,1997-07-09,4.3492,15.0
1167,1997-07-10,4.3973,15.0
1168,1997-07-11,3.2143,8.0
1169,1997-07-21,4.4444,16.0
1170,1997-07-22,4.5093,16.0
1171,1997-07-23,4.4892,17.0
1172,1997-07-25,4.2105,14.0
1173,1997-07-26,3.8514,19.0
1174,1997-07-29,4.0787,18.0
1175,1997-07-30,4.438,19.0
1176,1997-07-31,4.4545,17.0
1177,1997-08-02,4.2455,16.0
1178,1997-08-03,3.8977,19.0
1179,1997-08-06,3.697,16.0
1180,1997-08-08,3.4483,15.0
1181,1997-08-09,4.4091,20.0
1182,1997-08-10,4.4945,16.0
1183,1997-08-11,3.7103,15.0
1184,1997-08-13,4.3465,21.0
1185,1997-08-14,4.2115,21.0
1186,1997-08-16,4.6142,26.0
1187,1997-08-17,4.6279,27.0
1188,1997-11-07,3.4545,2.0
1189,1997-11-13,4.1818,17.0
1190,1997-11-14,4.4113,13.0
1191,1997-11-16,4.136,17.0
1192,1997-11-17,4.6434,12.0
1193,1997-11-19,4.5776,15.0
1194,1997-11-21,4.6186,13.0
1195,1997-11-22,4.634,15.0
1196,1997-11-23,4.5618,15.0
1197,1997-11-26,4.3938,19.0
1198,1997-11-28,4.4478,14.0
1199,1997-11-29,4.2753,20.0
1200,1997-11-30,4.2612,14.0
1201,1997-12-01,3.9583,1.0
1202,1997-12-02,4.5837,18.0
1203,1997-12-03,4.5029,14.0
1204,1997-12-05,4.1128,18.0
1205,1997-12-06,4.6221,16.0
1206,1997-12-07,4.6307,19.0
1207,1997-12-09,4.0256,17.0
1208,1997-12-11,4.597,14.0
1209,1997-12-12,4.2086,18.0
1210,1997-12-13,4.4029,21.0
1211,1997-12-28,3.8113,21.0
1212,1997-12-29,4.6199,15.0
1213,1997-12-30,4.6308,21.0
1214,1997-12-31,4.1295,24.0
1215,1998-06-29,2.7778,2.0
1216,1998-06-30,3.7455,26.0
1217,1998-07-01,4.3036,15.0
1218,1998-07-02,4.4186,16.0
1219,1998-07-03,2.7727,11.0
1220,1998-07-05,2.9683,16.0
1221,1998-07-06,4.5992,16.0
1222,1998-07-08,3.5854,15.0
1223,1998-07-09,4.2075,17.0
1224,1998-07-10,2.75,14.0
1225,1998-07-15,4.4953,23.0
1226,1998-07-16,4.2233,15.0
1227,1998-07-17,4.6229,13.0
1228,1998-07-19,4.0472,18.0
1229,1998-07-20,4.4437,19.0
1230,1998-07-21,4.2222,18.0
1231,1998-07-24,4.0294,16.0
1232,1998-07-25,3.8553,17.0
1233,1998-07-26,3.7051,15.0
1234,1998-07-28,4.3146,20.0
1235,1998-07-29,4.5031,18.0
1236,1998-07-31,4.1053,18.0
1237,1998-08-01,4.4671,22.0
1238,1998-08-02,4.3084,17.0
1239,1998-08-03,4.3732,19.0
1240,1998-08-06,3.7195,23.0
1241,1998-08-07,3.8,18.0
1242,1998-08-08,4.5031,16.0
1243,1998-08-09,4.4878,20.0
1244,1998-08-11,4.5068,18.0
1245,1998-08-12,4.489,17.0
1246,1998-08-14,4.2927,6.0
1247,1998-08-15,4.469,31.0
1248,1998-08-16,4.4702,31.0
1249,1998-10-03,4.0656,10.0
1250,1998-10-15,3.4595,20.0
1251,1998-10-17,3.6786,10.0
1252,1998-10-18,3.9167,12.0
1253,1998-10-20,3.8214,11.0
1254,1998-10-27,4.05,1.0
1255,1998-10-29,4.0556,18.0
1256,1998-10-30,4.3163,19.0
1257,1998-10-31,4.4898,25.0
1258,1998-11-02,4.6286,25.0
1259,1998-11-03,3.3846,4.0
1260,1998-11-04,3.5273,16.0
1261,1998-11-06,3.7714,18.0
1262,1998-11-07,4.3298,16.0
1263,1998-11-08,3.7813,18.0
1264,1998-11-09,4.2875,19.0
1265,1998-11-11,4.5588,17.0
1266,1998-11-13,3.6552,19.0
1267,1998-11-14,3.8391,21.0
1268,1998-11-15,3.5333,16.0
1269,1998-11-18,3.8302,20.0
1270,1998-11-19,3.6852,18.0
1271,1998-11-20,4.0261,24.0
1272,1998-11-21,4.2941,23.0
1273,1998-11-24,3.9714,17.0
1274,1998-11-25,3.7049,20.0
1275,1998-11-27,4.6189,30.0
1276,1998-11-28,3.6667,19.0
1277,1998-11-29,4.3875,21.0
1278,1998-12-28,4.0217,17.0
1279,1998-12-29,4.424,16.0
1280,1998-12-30,3.7742,19.0
1281,1998-12-31,4.4488,21.0
1282,1999-05-17,3.4286,2.0
1283,1999-06-24,4.1111,13.0
1284,1999-06-30,3.8169,20.0
1285,1999-07-01,3.875,14.0
1286,1999-07-03,4.0814,21.0
1287,1999-07-04,4.3545,22.0
1288,1999-07-07,4.101,19.0
1289,1999-07-08,3.5474,19.0
1290,1999-07-09,3.7326,16.0
1291,1999-07-10,4.4954,15.0
1292,1999-07-12,4.1863,14.0
1293,1999-07-13,4.3273,16.0
1294,1999-07-15,4.4878,18.0
1295,1999-07-16,3.3824,18.0
1296,1999-07-17,4.2671,20.0
1297,1999-07-18,4.497,28.0
1298,1999-07-20,3.7258,17.0
1299,1999-07-21,3.88,18.0
1300,1999-07-23,4.4071,16.0
1301,1999-07-24,4.3905,20.0
1302,1999-07-25,4.5771,19.0
1303,1999-07-26,3.6977,19.0
1304,1999-07-29,3.4286,0.0
1305,1999-07-30,2.8824,7.0
1306,1999-07-31,4.0137,17.0
1307,1999-08-01,3.5833,21.0
1308,1999-09-04,2.6667,6.0
1309,1999-09-09,4.0571,22.0
1310,1999-09-10,3.662,18.0
1311,1999-09-11,4.0256,16.0
1312,1999-09-12,4.4082,16.0
1313,1999-09-14,4.6225,18.0
1314,1999-09-16,3.7627,23.0
1315,1999-09-17,4.4096,20.0
1316,1999-09-18,4.4643,16.0
1317,1999-09-19,3.2941,16.0
1318,1999-09-21,3.9608,19.0
1319,1999-09-22,4.3333,19.0
1320,1999-09-24,4.2157,18.0
1321,1999-09-25,3.2439,17.0
1322,1999-09-26,3.4878,19.0
1323,1999-09-28,4.1607,17.0
1324,1999-09-29,4.4217,22.0
1325,1999-10-01,3.8293,18.0
1326,1999-10-02,4.2763,17.0
1327,1999-10-03,3.6269,22.0
1328,1999-10-04,3.625,17.0
1329,1999-10-07,3.7727,21.0
1330,1999-10-08,4.0233,15.0
1331,1999-10-09,3.697,14.0
1332,1999-10-10,3.411,15.0
1333,1999-12-02,4.1974,17.0
1334,1999-12-03,3.8312,14.0
1335,1999-12-04,3.4571,18.0
1336,1999-12-05,3.2958,22.0
1337,1999-12-07,4.0615,18.0
1338,1999-12-08,4.1538,17.0
1339,1999-12-10,3.5857,20.0
1340,1999-12-11,4.5975,14.0
1341,1999-12-12,3.5541,14.0
1342,1999-12-13,3.6552,16.0
1343,1999-12-15,3.5938,16.0
1344,1999-12-16,4.391,17.0
1345,1999-12-17,2.791,18.0
1346,1999-12-18,4.2766,21.0
1347,1999-12-29,4.2885,7.0
1348,1999-12-30,4.6127,33.0
1349,1999-12-31,4.7632,51.0
1350,2000-05-15,3.3333,9.0
1351,2000-05-16,3.2,1.0
1352,2000-05-18,2.9286,9.0
1353,2000-05-19,3.0,12.0
1354,2000-05-21,3.2444,17.0
1355,2000-05-22,3.9189,17.0
1356,2000-05-23,3.7037,22.0
1357,2000-06-09,4.0851,17.0
1358,2000-06-10,3.7714,17.0
1359,2000-06-11,2.9355,18.0
1360,2000-06-13,3.6667,21.0
1361,2000-06-14,4.6183,15.0
1362,2000-06-15,4.1905,14.0
1363,2000-06-16,3.8571,19.0
1364,2000-06-22,4.1667,20.0
1365,2000-06-23,3.7121,17.0
1366,2000-06-24,3.989,18.0
1367,2000-06-25,2.6081,19.0
1368,2000-06-27,3.2,1.0
1369,2000-06-28,4.4552,15.0
1370,2000-06-29,4.4823,16.0
1371,2000-06-30,4.1638,20.0
1372,2000-07-01,3.8807,22.0
1373,2000-07-03,4.045,18.0
1374,2000-07-04,4.4779,18.0
1375,2000-07-06,3.6885,20.0
1376,2000-07-07,3.8485,19.0
1377,2000-07-08,4.1533,20.0
1378,2000-07-10,3.875,18.0
1379,2000-07-11,4.61,28.0
1380,2000-07-12,3.7414,15.0
1381,2000-07-14,4.1183,22.0
1382,2000-07-15,3.8471,17.0
1383,2000-07-17,3.2609,20.0
1384,2000-09-08,3.7746,20.0
1385,2000-09-09,3.9205,17.0
1386,2000-09-11,3.6,15.0
1387,2000-09-12,3.4828,18.0
1388,2000-09-14,4.4152,15.0
1389,2000-09-15,3.7692,15.0
1390,2000-09-17,4.4175,16.0
1391,2000-09-18,3.987,16.0
1392,2000-09-20,3.7895,19.0
1393,2000-09-22,4.2766,17.0
1394,2000-09-23,3.7714,15.0
1395,2000-09-24,3.6667,21.0
1396,2000-09-25,3.1064,18.0
1397,2000-09-27,3.881,18.0
1398,2000-09-29,3.8353,17.0
1399,2000-09-30,4.2656,18.0
1400,2000-10-01,3.9683,18.0
1401,2000-10-03,2.25,1.0
1402,2000-10-04,3.2889,15.0
1403,2000-10-05,3.5435,18.0
1404,2000-10-06,3.9241,20.0
1405,2000-10-07,4.2807,16.0
1406,2001-12-01,4.2941,3.0
1407,2002-12-14,2.9286,2.0
1408,2002-12-19,2.6,1.0
1409,2002-12-31,3.7143,24.0
1410,2003-01-02,3.2736,18.0
1411,2003-01-03,3.2688,15.0
1412,2003-01-04,3.5149,18.0
1413,2003-02-14,3.8974,17.0
1414,2003-02-15,3.8768,14.0
1415,2003-02-16,4.1724,17.0
1416,2003-02-18,3.1705,19.0
1417,2003-02-20,4.3865,15.0
1418,2003-02-21,3.8394,16.0
1419,2003-02-22,4.3818,15.0
1420,2003-02-24,3.1613,16.0
1421,2003-02-25,3.2821,17.0
1422,2003-02-26,4.3958,19.0
1423,2003-02-28,4.6284,16.0
1424,2003-03-01,4.2707,21.0
1425,2003-06-11,3.4444,1.0
1426,2003-07-06,3.4,3.0
1427,2003-07-07,3.0886,17.0
1428,2003-07-08,3.0615,17.0
1429,2003-07-09,4.041,14.0
1430,2003-07-10,2.8462,16.0
1431,2003-07-12,3.4205,17.0
1432,2003-07-13,3.9368,16.0
1433,2003-07-15,4.4717,23.0
1434,2003-07-17,3.3333,18.0
1435,2003-07-18,3.3241,18.0
1436,2003-07-19,4.0441,17.0
1437,2003-07-21,4.0945,20.0
1438,2003-07-22,4.3133,15.0
1439,2003-07-23,4.2763,16.0
1440,2003-07-25,4.1197,17.0
1441,2003-07-26,3.6111,18.0
1442,2003-07-27,2.9333,16.0
1443,2003-07-29,4.4932,21.0
1444,2003-07-30,4.4227,14.0
1445,2003-07-31,4.0815,17.0
1446,2003-08-01,4.2917,3.0
1447,2003-08-02,4.5987,27.0
1448,2003-08-03,4.4901,22.0
1449,2003-11-28,3.0667,19.0
1450,2003-11-29,2.6106,17.0
1451,2003-12-01,3.5248,15.0
1452,2003-12-02,3.5913,22.0
1453,2003-12-28,3.93,20.0
1454,2003-12-29,4.1842,16.0
1455,2003-12-30,4.391,20.0
1456,2003-12-31,4.11,26.0
1457,2004-03-13,3.625,1.0
1458,2004-04-11,4.0,2.0
1459,2004-04-15,2.0764,22.0
1460,2004-04-16,2.6897,24.0
1461,2004-04-17,2.916,19.0
1462,2004-06-17,4.1149,21.0
1463,2004-06-18,3.0708,18.0
1464,2004-06-19,4.5,13.0
1465,2004-06-20,4.5021,14.0
1466,2004-06-21,3.7805,7.0
1467,2004-06-23,3.6829,17.0
1468,2004-06-24,3.8346,15.0
1469,2004-06-25,3.6061,18.0
1470,2004-06-26,4.1552,15.0
1471,2004-08-09,3.0621,16.0
1472,2004-08-10,3.3429,16.0
1473,2004-08-11,3.4245,21.0
1474,2004-08-12,4.0065,18.0
1475,2004-08-13,4.2174,4.0
1476,2004-08-14,2.5257,23.0
1477,2004-08-15,2.231,24.0
1478,2008-09-06,4.0526,3.0
1479,2009-03-06,4.1257,28.0
1480,2009-03-07,3.2937,27.0
1481,2009-03-08,3.432,30.0
1482,2009-05-31,3.0061,24.0
1483,2009-06-02,2.75,19.0
1484,2009-06-04,2.951,17.0
1485,2009-06-05,3.2,19.0
1486,2009-06-06,2.4627,20.0
1487,2009-06-07,4.1183,23.0
1488,2009-06-09,3.337,21.0
1489,2009-06-10,3.5857,22.0
1490,2009-06-11,2.5333,0.0
1491,2009-06-12,3.5933,20.0
1492,2009-06-14,3.2061,24.0
1493,2009-06-16,2.411,24.0
1494,2009-06-18,3.3802,25.0
1495,2009-06-19,4.0065,22.0
1496,2009-06-20,3.4135,22.0
1497,2009-06-21,3.9662,23.0
1498,2009-07-30,3.5,20.0
1499,2009-07-31,3.8587,18.0
1500,2009-08-01,3.7614,17.0
1501,2009-08-02,3.4848,23.0
1502,2009-08-05,2.8667,21.0
1503,2009-08-07,4.4568,17.0
1504,2009-08-08,3.8333,21.0
1505,2009-08-11,2.9448,20.0
1506,2009-08-13,3.3585,23.0
1507,2009-08-14,4.4797,22.0
1508,2009-08-15,2.5185,22.0
1509,2009-08-16,3.4812,24.0
1510,2009-10-29,3.45,10.0
1511,2009-10-30,3.3355,22.0
1512,2009-10-31,4.2871,33.0
1513,2009-11-01,4.2086,41.0
1514,2009-11-18,3.4337,24.0
1515,2009-11-20,3.7946,19.0
1516,2009-11-21,3.6581,22.0
1517,2009-11-22,3.25,24.0
1518,2009-11-24,3.7983,20.0
1519,2009-11-25,2.7586,18.0
1520,2009-11-27,3.6134,24.0
1521,2009-11-28,4.4787,20.0
1522,2009-11-29,3.6235,25.0
1523,2009-12-02,3.4259,23.0
1524,2009-12-03,3.271,19.0
1525,2009-12-04,3.7266,23.0
1526,2009-12-05,3.9485,23.0
1527,2009-12-28,3.2375,22.0
1528,2009-12-29,3.8144,21.0
1529,2009-12-30,4.3356,24.0
1530,2009-12-31,3.8304,30.0
1531,2010-03-15,3.68,2.0
1532,2010-05-13,2.6786,2.0
1533,2010-06-11,3.9185,20.0
1534,2010-06-12,3.5248,20.0
1535,2010-06-13,3.7938,19.0
1536,2010-06-15,3.0449,23.0
1537,2010-06-17,3.4196,22.0
1538,2010-06-18,4.0275,21.0
1539,2010-06-19,3.5965,21.0
1540,2010-06-20,3.973,21.0
1541,2010-06-22,3.2171,20.0
1542,2010-06-24,3.7164,22.0
1543,2010-06-25,4.17,23.0
1544,2010-06-26,3.627,23.0
1545,2010-06-27,4.3816,21.0
1546,2010-06-29,3.3889,20.0
1547,2010-07-01,3.896,21.0
1548,2010-07-02,4.322,19.0
1549,2010-07-03,4.0229,24.0
1550,2010-07-04,4.4352,23.0
1551,2010-08-05,3.3628,20.0
1552,2010-08-06,4.0355,18.0
1553,2010-08-07,4.234,20.0
1554,2010-08-09,3.5208,21.0
1555,2010-08-10,3.413,22.0
1556,2010-08-12,3.94,26.0
1557,2010-08-13,4.1867,23.0
1558,2010-08-14,4.383,24.0
1559,2010-08-15,4.1647,21.0
1560,2010-08-17,3.869,21.0
1561,2010-08-18,3.6739,23.0
1562,2010-10-08,3.0145,14.0
1563,2010-10-10,3.2929,23.0
1564,2010-10-11,3.2022,21.0
1565,2010-10-12,2.6538,20.0
1566,2010-10-15,3.6224,28.0
1567,2010-10-16,4.4354,21.0
1568,2010-10-19,4.1855,24.0
1569,2010-10-20,4.4672,23.0
1570,2010-10-22,3.9298,22.0
1571,2010-10-23,3.6299,24.0
1572,2010-10-24,3.4375,22.0
1573,2010-10-26,4.4963,27.0
1574,2010-10-29,3.4928,25.0
1575,2010-10-30,4.4982,30.0
1576,2010-10-31,4.3419,37.0
1577,2010-12-27,3.372,22.0
1578,2010-12-28,3.988,21.0
1579,2010-12-30,4.1743,24.0
1580,2010-12-31,4.5066,29.0
1581,2011-01-01,4.4802,19.0
1582,2011-05-26,4.4852,1.0
1583,2011-05-27,4.1847,21.0
1584,2011-05-28,4.361,20.0
1585,2011-05-29,3.3934,23.0
1586,2011-05-31,3.8667,17.0
1587,2011-06-01,3.479,20.0
1588,2011-06-03,4.4981,17.0
1589,2011-06-04,4.4843,21.0
1590,2011-06-05,3.7317,20.0
1591,2011-06-07,3.655,18.0
1592,2011-06-08,3.7338,24.0
1593,2011-06-10,3.6321,24.0
1594,2011-06-11,3.6121,26.0
1595,2011-06-12,3.7278,25.0
1596,2011-06-14,3.5109,21.0
1597,2011-06-15,3.1631,22.0
1598,2011-06-17,4.4225,25.0
1599,2011-06-18,3.5273,22.0
1600,2011-06-19,4.106,22.0
1601,2011-06-30,4.1957,6.0
1602,2011-07-01,4.2392,26.0
1603,2011-07-02,4.3389,45.0
1604,2011-07-03,4.5927,26.0
1605,2011-08-05,4.4847,21.0
1606,2011-08-06,3.8652,24.0
