city,country,date,day,encore2_song_count,encore_song_count,month,rating,relative_date,set1_song_count,set2_song_count,set3_song_count,state,total_song_count,venue,year
Athens,USA,1990-05-31,31,0.0,1.0,5,2.7,29 years ago,13.0,0.0,0.0,GA,14.0,"<a href=""http://phish.net/venue/25/The_Georgia_Theatre"">The Georgia Theatre</a>",1990
Atlanta,USA,1990-06-01,1,0.0,0.0,6,3.4375,29 years ago,10.0,14.0,0.0,GA,24.0,"<a href=""http://phish.net/venue/326/The_Cotton_Club"">The Cotton Club</a>",1990
Columbia,USA,1990-06-02,2,0.0,2.0,6,2.2,29 years ago,7.0,8.0,0.0,SC,17.0,"<a href=""http://phish.net/venue/55/Greenstreets"">Greenstreets</a>",1990
Chapel Hill,USA,1990-06-05,5,0.0,4.0,6,3.0,29 years ago,12.0,10.0,0.0,NC,26.0,"<a href=""http://phish.net/venue/49/Cat%27s_Cradle"">Cat's Cradle</a>",1990
Salem,USA,1990-06-06,6,0.0,0.0,6,3.0,29 years ago,6.0,0.0,0.0,VA,6.0,"<a href=""http://phish.net/venue/64/The_Barrel_House"">The Barrel House</a>",1990
Washington,USA,1990-06-07,7,0.0,2.0,6,2.9,29 years ago,8.0,12.0,0.0,DC,22.0,"<a href=""http://phish.net/venue/44/The_Bayou"">The Bayou</a>",1990
Ardmore,USA,1990-06-08,8,0.0,0.0,6,2.75,29 years ago,8.0,8.0,0.0,PA,16.0,"<a href=""http://phish.net/venue/29/23_East_Caberet"">23 East Caberet</a>",1990
New York,USA,1990-06-09,9,0.0,2.0,6,3.3571,29 years ago,10.0,15.0,0.0,NY,27.0,"<a href=""http://phish.net/venue/79/The_Wetlands_Preserve"">The Wetlands Preserve</a>",1990
Townshend,USA,1990-06-16,16,1.0,2.0,6,4.0625,29 years ago,10.0,8.0,14.0,VT,35.0,"<a href=""http://phish.net/venue/330/Townshend_Family_Park"">Townshend Family Park</a>",1990
Boston,USA,1990-06-17,17,0.0,0.0,6,3.875,29 years ago,22.0,0.0,0.0,MA,22.0,"<a href=""http://phish.net/venue/331/Wendell_Studios"">Wendell Studios</a>",1990
,,1990-07-08,8,,,7,,,,,,,,,1990
Hinesburg,USA,1990-08-04,4,0.0,0.0,8,3.6667,29 years ago,2.0,0.0,0.0,VT,2.0,"<a href=""http://phish.net/venue/66/The_Red_Barn"">The Red Barn</a>",1990
,,1990-09-02,2,,,9,,,,,,,,,1990
New York,USA,1990-09-13,13,1.0,1.0,9,4.0345,29 years ago,11.0,15.0,0.0,NY,28.0,"<a href=""http://phish.net/venue/79/The_Wetlands_Preserve"">The Wetlands Preserve</a>",1990
Providence,USA,1990-09-14,14,0.0,1.0,9,3.5294,29 years ago,11.0,9.0,0.0,RI,21.0,"<a href=""http://phish.net/venue/32/The_Living_Room"">The Living Room</a>",1990
Keene,USA,1990-09-15,15,0.0,2.0,9,4.1111,29 years ago,14.0,8.0,0.0,NH,24.0,"<a href=""http://phish.net/venue/78/The_Colonial_Theatre"">The Colonial Theatre</a>",1990
Middletown,USA,1990-09-16,16,0.0,1.0,9,2.9,29 years ago,14.0,0.0,0.0,CT,15.0,"<a href=""http://phish.net/venue/332/Wesleyan_University"">Wesleyan University</a>",1990
,,1990-09-17,17,,,9,,,,,,,,,1990
,,1990-09-18,18,,,9,,,,,,,,,1990
Somerville,USA,1990-09-20,20,0.0,1.0,9,3.9412,29 years ago,11.0,13.0,0.0,MA,25.0,"<a href=""http://phish.net/venue/203/Somerville_Theatre"">Somerville Theatre</a>",1990
Somerville,USA,1990-09-21,21,0.0,1.0,9,3.1818,29 years ago,12.0,7.0,0.0,MA,20.0,"<a href=""http://phish.net/venue/203/Somerville_Theatre"">Somerville Theatre</a>",1990
Amherst,USA,1990-09-22,22,0.0,2.0,9,4.1667,29 years ago,13.0,10.0,0.0,MA,25.0,"<a href=""http://phish.net/venue/41/Student_Union_Ballroom%2C_University_of_Massachusetts"">Student Union Ballroom, University of Massachusetts</a>",1990
,,1990-09-27,27,,,9,,,,,,,,,1990
Poughkeepsie,USA,1990-09-28,28,0.0,2.0,9,3.2143,29 years ago,10.0,6.0,0.0,NY,18.0,"<a href=""http://phish.net/venue/48/The_Chance"">The Chance</a>",1990
Ardmore,USA,1990-09-29,29,0.0,1.0,9,2.8571,29 years ago,11.0,8.0,0.0,PA,20.0,"<a href=""http://phish.net/venue/29/23_East_Caberet"">23 East Caberet</a>",1990
Unknown,USA,1990-09-30,30,0.0,0.0,9,1.0,29 years ago,2.0,0.0,0.0,,2.0,"<a href=""http://phish.net/venue/54/Unknown_Venue"">Unknown Venue</a>",1990
Ithaca,USA,1990-10-01,1,0.0,2.0,10,2.6364,29 years ago,10.0,12.0,0.0,NY,24.0,"<a href=""http://phish.net/venue/24/The_Haunt"">The Haunt</a>",1990
Portland,USA,1990-10-03,3,0.0,1.0,10,3.4,29 years ago,12.0,10.0,0.0,ME,23.0,"<a href=""http://phish.net/venue/62/Thunderbird%27s"">Thunderbird's</a>",1990
Durham,USA,1990-10-04,4,0.0,1.0,10,3.2941,29 years ago,10.0,8.0,0.0,NH,19.0,"<a href=""http://phish.net/venue/80/Field_House%2C_University_of_New_Hampshire"">Field House, UNH</a>",1990
Saratoga Springs,USA,1990-10-05,5,0.0,1.0,10,3.2857,29 years ago,13.0,10.0,0.0,NY,24.0,"<a href=""http://phish.net/venue/337/Skidmore_Gymnasium%2C_Skidmore_College"">Skidmore Gymnasium, Skidmore College</a>",1990
Port Chester,USA,1990-10-06,6,0.0,1.0,10,3.2222,29 years ago,15.0,0.0,0.0,NY,16.0,"<a href=""http://phish.net/venue/167/The_Capitol_Theatre"">The Capitol Theatre</a>",1990
Sayreville,USA,1990-10-07,7,0.0,1.0,10,3.6842,29 years ago,14.0,8.0,0.0,NJ,23.0,"<a href=""http://phish.net/venue/338/Club_Bene"">Club Bene</a>",1990
Washington,USA,1990-10-08,8,0.0,1.0,10,2.6667,29 years ago,10.0,8.0,0.0,DC,19.0,"<a href=""http://phish.net/venue/44/The_Bayou"">The Bayou</a>",1990
Charlottesville,USA,1990-10-10,10,0.0,1.0,10,3.0,29 years ago,11.0,6.0,0.0,VA,18.0,"<a href=""http://phish.net/venue/67/Trax"">Trax</a>",1990
Richmond,USA,1990-10-11,11,0.0,1.0,10,2.0,29 years ago,9.0,7.0,0.0,VA,17.0,"<a href=""http://phish.net/venue/56/The_Jade_Elephant"">The Jade Elephant</a>",1990
Chapel Hill,USA,1990-10-12,12,0.0,2.0,10,3.1818,29 years ago,9.0,12.0,0.0,NC,23.0,"<a href=""http://phish.net/venue/49/Cat%27s_Cradle"">Cat's Cradle</a>",1990
Columbia,USA,1990-10-13,13,0.0,1.0,10,2.3333,29 years ago,10.0,10.0,0.0,SC,21.0,"<a href=""http://phish.net/venue/55/Greenstreets"">Greenstreets</a>",1990
,,1990-10-14,14,,,10,,,,,,,,,1990
Charlotte,USA,1990-10-17,17,0.0,2.0,10,3.0,29 years ago,8.0,12.0,0.0,NC,22.0,"<a href=""http://phish.net/venue/68/The_Pterodactyl_Club"">The Pterodactyl Club</a>",1990
Athens,USA,1990-10-18,18,0.0,2.0,10,3.7778,29 years ago,11.0,9.0,0.0,GA,22.0,"<a href=""http://phish.net/venue/25/The_Georgia_Theatre"">The Georgia Theatre</a>",1990
Atlanta,USA,1990-10-19,19,1.0,2.0,10,3.5714,29 years ago,15.0,0.0,0.0,GA,18.0,"<a href=""http://phish.net/venue/326/The_Cotton_Club"">The Cotton Club</a>",1990
Tuscaloosa,USA,1990-10-20,20,0.0,0.0,10,3.1429,29 years ago,10.0,12.0,0.0,AL,22.0,"<a href=""http://phish.net/venue/69/Solomon%27s"">Solomon's</a>",1990
New Orleans,USA,1990-10-22,22,0.0,2.0,10,3.8,29 years ago,9.0,6.0,0.0,LA,17.0,"<a href=""http://phish.net/venue/70/Tipitina%27s"">Tipitina's</a>",1990
Houston,USA,1990-10-25,25,0.0,0.0,10,3.5714,29 years ago,14.0,0.0,0.0,TX,14.0,"<a href=""http://phish.net/venue/72/The_Showbar"">The Showbar</a>",1990
Austin,USA,1990-10-26,26,0.0,0.0,10,3.5,29 years ago,6.0,0.0,0.0,TX,6.0,"<a href=""http://phish.net/venue/778/Cannibal_Club"">Cannibal Club</a>",1990
Dallas,USA,1990-10-27,27,0.0,0.0,10,3.1667,29 years ago,13.0,10.0,0.0,TX,23.0,"<a href=""http://phish.net/venue/73/Rhythm_Room"">Rhythm Room</a>",1990
Crested Butte,USA,1990-10-30,30,0.0,6.0,10,3.8182,29 years ago,9.0,14.0,0.0,CO,29.0,"<a href=""http://phish.net/venue/180/El_Dorado_Caf%C3%A9"">El Dorado Café</a>",1990
Colorado Springs,USA,1990-10-31,31,0.0,2.0,10,4.2083,29 years ago,11.0,14.0,0.0,CO,27.0,"<a href=""http://phish.net/venue/340/Armstrong_Hall%2C_Colorado_College"">Armstrong Hall</a>",1990
Boulder,USA,1990-11-02,2,0.0,2.0,11,4.3939,29 years ago,14.0,9.0,0.0,CO,25.0,"<a href=""http://phish.net/venue/341/Glenn_Miller_Ballroom%2C_University_of_Colorado"">Glenn Miller Ballroom, University of Colorado</a>",1990
Boulder,USA,1990-11-03,3,1.0,1.0,11,4.1053,29 years ago,11.0,14.0,0.0,CO,27.0,"<a href=""http://phish.net/venue/199/Boulder_Theater"">Boulder Theater</a>",1990
Fort Collins,USA,1990-11-04,4,0.0,2.0,11,4.1786,29 years ago,10.0,13.0,0.0,CO,25.0,"<a href=""http://phish.net/venue/342/Fort_Ram"">Fort Ram</a>",1990
Minneapolis,USA,1990-11-06,6,0.0,2.0,11,4.1667,29 years ago,10.0,6.0,0.0,MN,18.0,"<a href=""http://phish.net/venue/74/The_Cabooze"">The Cabooze</a>",1990
Madison,USA,1990-11-08,8,0.0,2.0,11,3.6,29 years ago,12.0,8.0,0.0,WI,22.0,"<a href=""http://phish.net/venue/343/The_Great_Hall%2C_University_of_Wisconsin"">The Great Hall, University of Wisconsin</a>",1990
Chicago,USA,1990-11-09,9,0.0,1.0,11,3.4,29 years ago,7.0,0.0,0.0,IL,8.0,"<a href=""http://phish.net/venue/75/Lounge_Ax"">Lounge Ax</a>",1990
Richmond,USA,1990-11-10,10,0.0,1.0,11,3.6154,29 years ago,11.0,10.0,0.0,IN,22.0,"<a href=""http://phish.net/venue/202/Earlham_College"">Earlham College</a>",1990
Orono,USA,1990-11-15,15,0.0,2.0,11,2.8182,28 years ago,11.0,8.0,0.0,ME,21.0,"<a href=""http://phish.net/venue/94/Lengyel_Gym%2C_University_of_Maine"">Lengyel Gym, University of Maine</a>",1990
Providence,USA,1990-11-16,16,0.0,2.0,11,3.6364,28 years ago,8.0,11.0,0.0,RI,21.0,"<a href=""http://phish.net/venue/95/Campus_Club"">Campus Club</a>",1990
Somerville,USA,1990-11-17,17,0.0,2.0,11,3.3846,28 years ago,11.0,14.0,0.0,MA,27.0,"<a href=""http://phish.net/venue/203/Somerville_Theatre"">Somerville Theatre</a>",1990
Port Chester,USA,1990-11-24,24,0.0,2.0,11,3.6667,28 years ago,11.0,12.0,0.0,NY,25.0,"<a href=""http://phish.net/venue/167/The_Capitol_Theatre"">The Capitol Theatre</a>",1990
Ithaca,USA,1990-11-26,26,0.0,2.0,11,3.7333,28 years ago,10.0,14.0,0.0,NY,26.0,"<a href=""http://phish.net/venue/24/The_Haunt"">The Haunt</a>",1990
Syracuse,USA,1990-11-28,28,1.0,2.0,11,4.1429,28 years ago,8.0,11.0,0.0,NY,22.0,"<a href=""http://phish.net/venue/204/Clement%27s_Brew_Pub"">Clement's Brew Pub</a>",1990
Keene,USA,1990-11-30,30,0.0,3.0,11,3.2,28 years ago,11.0,10.0,0.0,NH,24.0,"<a href=""http://phish.net/venue/78/The_Colonial_Theatre"">The Colonial Theatre</a>",1990
Burlington,USA,1990-12-01,1,0.0,1.0,12,3.0,28 years ago,9.0,9.0,0.0,VT,19.0,"<a href=""http://phish.net/venue/21/The_Front"">The Front</a>",1990
Burlington,USA,1990-12-02,2,0.0,2.0,12,3.8,28 years ago,10.0,11.0,0.0,VT,23.0,"<a href=""http://phish.net/venue/21/The_Front"">The Front</a>",1990
Amherst,USA,1990-12-07,7,0.0,3.0,12,3.2857,28 years ago,9.0,13.0,0.0,MA,25.0,"<a href=""http://phish.net/venue/334/Robert_Crown_Center%2C_Hampshire_College"">Robert Crown Center, Hampshire College</a>",1990
Poughkeepsie,USA,1990-12-08,8,2.0,1.0,12,2.4,28 years ago,11.0,11.0,0.0,NY,25.0,"<a href=""http://phish.net/venue/48/The_Chance"">The Chance</a>",1990
New York,USA,1990-12-28,28,0.0,2.0,12,4.1818,28 years ago,11.0,13.0,0.0,NY,26.0,"<a href=""http://phish.net/venue/335/The_Marquee"">The Marquee</a>",1990
Providence,USA,1990-12-29,29,0.0,2.0,12,3.9474,28 years ago,10.0,10.0,0.0,RI,22.0,"<a href=""http://phish.net/venue/95/Campus_Club"">Campus Club</a>",1990
Boston,USA,1990-12-31,31,0.0,0.0,12,3.0,28 years ago,11.0,11.0,0.0,MA,22.0,"<a href=""http://phish.net/venue/151/Boston_World_Trade_Center_Exhibition_Hall"">World Trade Center</a>",1990
Providence,USA,1991-02-01,1,0.0,1.0,2,3.2381,28 years ago,10.0,8.0,0.0,RI,19.0,"<a href=""http://phish.net/venue/535/Alumni_Hall%2C_Brown_University"">Alumni Hall</a>",1991
Lewiston,USA,1991-02-02,2,0.0,2.0,2,3.125,28 years ago,9.0,8.0,0.0,ME,19.0,"<a href=""http://phish.net/venue/536/Alumni_Gymnasium%2C_Bates_College"">Alumni Gymnasium</a>",1991
Burlington,USA,1991-02-03,3,0.0,2.0,2,3.6667,28 years ago,10.0,9.0,0.0,VT,21.0,"<a href=""http://phish.net/venue/21/The_Front"">The Front</a>",1991
Burlington,USA,1991-02-04,4,1.0,3.0,2,2.7273,28 years ago,9.0,15.0,0.0,VT,28.0,"<a href=""http://phish.net/venue/21/The_Front"">The Front</a>",1991
Killington,USA,1991-02-07,7,0.0,1.0,2,3.0625,28 years ago,10.0,16.0,0.0,VT,27.0,"<a href=""http://phish.net/venue/537/Pickle_Barrel_Pub"">Pickle Barrel Pub</a>",1991
Portsmouth,USA,1991-02-08,8,0.0,2.0,2,4.1765,28 years ago,11.0,11.0,0.0,NH,24.0,"<a href=""http://phish.net/venue/77/The_Music_Hall"">The Music Hall</a>",1991
Northampton,USA,1991-02-09,9,2.0,2.0,2,3.1765,28 years ago,12.0,12.0,0.0,MA,28.0,"<a href=""http://phish.net/venue/538/John_M._Greene_Hall%2C_Smith_College"">John M. Greene Hall, Smith College</a>",1991
Ithaca,USA,1991-02-14,14,0.0,2.0,2,3.7333,28 years ago,11.0,12.0,0.0,NY,25.0,"<a href=""http://phish.net/venue/539/State_Theatre_Of_Ithaca"">State Theatre Of Ithaca</a>",1991
Keene,USA,1991-02-15,15,2.0,2.0,2,3.25,28 years ago,11.0,12.0,0.0,NH,27.0,"<a href=""http://phish.net/venue/78/The_Colonial_Theatre"">The Colonial Theatre</a>",1991
New York,USA,1991-02-16,16,3.0,2.0,2,3.2857,28 years ago,12.0,11.0,0.0,NY,28.0,"<a href=""http://phish.net/venue/335/The_Marquee"">The Marquee</a>",1991
Washington,USA,1991-02-19,19,0.0,2.0,2,3.2727,28 years ago,9.0,15.0,0.0,DC,26.0,"<a href=""http://phish.net/venue/44/The_Bayou"">The Bayou</a>",1991
Richmond,USA,1991-02-20,20,0.0,0.0,2,2.8,28 years ago,11.0,3.0,0.0,VA,14.0,"<a href=""http://phish.net/venue/540/Kahootz"">Kahootz</a>",1991
Charlottesville,USA,1991-02-21,21,0.0,1.0,2,2.7857,28 years ago,11.0,11.0,0.0,VA,23.0,"<a href=""http://phish.net/venue/67/Trax"">Trax</a>",1991
Chapel Hill,USA,1991-02-22,22,0.0,0.0,2,2.7273,28 years ago,12.0,0.0,0.0,NC,12.0,"<a href=""http://phish.net/venue/49/Cat%27s_Cradle"">Cat's Cradle</a>",1991
,,1991-02-23,23,,,2,,,,,,,,,1991
Salem,USA,1991-02-26,26,0.0,4.0,2,3.8,28 years ago,11.0,12.0,0.0,VA,27.0,"<a href=""http://phish.net/venue/64/The_Barrel_House"">The Barrel House</a>",1991
Knoxville,USA,1991-02-27,27,0.0,1.0,2,3.6667,28 years ago,10.0,11.0,0.0,TN,22.0,"<a href=""http://phish.net/venue/541/Arnold%E2%80%99s_Flamingo_Grill"">Arnold’s Flamingo Grill</a>",1991
Nashville,USA,1991-02-28,28,0.0,1.0,2,3.3077,28 years ago,13.0,10.0,0.0,TN,24.0,"<a href=""http://phish.net/venue/542/Sarratt_Student_Center%2C_Vanderbilt_University"">Sarratt Student Center, Vanderbilt University</a>",1991
Athens,USA,1991-03-01,1,0.0,2.0,3,2.7857,28 years ago,12.0,13.0,0.0,GA,27.0,"<a href=""http://phish.net/venue/25/The_Georgia_Theatre"">The Georgia Theatre</a>",1991
,,1991-03-02,2,,,3,,,,,,,,,1991
Memphis,USA,1991-03-06,6,0.0,1.0,3,2.0,28 years ago,13.0,0.0,0.0,TN,14.0,"<a href=""http://phish.net/venue/543/New_Daisy_Theatre"">New Daisy Theatre</a>",1991
Oxford,USA,1991-03-07,7,0.0,1.0,3,3.8,28 years ago,13.0,0.0,0.0,MS,14.0,"<a href=""http://phish.net/venue/544/The_Gin"">The Gin</a>",1991
Tuscaloosa,USA,1991-03-08,8,0.0,0.0,3,3.9444,28 years ago,13.0,0.0,0.0,AL,13.0,"<a href=""http://phish.net/venue/545/College_Station_Theater"">College Station Theater</a>",1991
New Orleans,USA,1991-03-09,9,1.0,2.0,3,3.3529,28 years ago,9.0,12.0,0.0,LA,24.0,"<a href=""http://phish.net/venue/70/Tipitina%27s"">Tipitina's</a>",1991
Boulder,USA,1991-03-13,13,0.0,2.0,3,3.6818,28 years ago,9.0,14.0,0.0,CO,25.0,"<a href=""http://phish.net/venue/199/Boulder_Theater"">Boulder Theater</a>",1991
,,1991-03-14,14,,,3,,,,,,,,,1991
Englewood,USA,1991-03-15,15,0.0,2.0,3,3.3333,28 years ago,12.0,9.0,0.0,CO,23.0,"<a href=""http://phish.net/venue/547/Gothic_Theatre"">Gothic Theatre</a>",1991
Breckenridge,USA,1991-03-16,16,0.0,2.0,3,3.96,28 years ago,14.0,10.0,0.0,CO,26.0,"<a href=""http://phish.net/venue/546/Ten_Mile_Room"">Ten Mile Room</a>",1991
Aspen,USA,1991-03-17,17,0.0,2.0,3,3.7917,28 years ago,12.0,8.0,0.0,CO,22.0,"<a href=""http://phish.net/venue/549/Wheeler_Opera_House"">Wheeler Opera House</a>",1991
,,1991-03-19,19,,,3,,,,,,,,,1991
Steamboat Springs,USA,1991-03-22,22,0.0,2.0,3,3.2308,28 years ago,12.0,14.0,0.0,CO,28.0,"<a href=""http://phish.net/venue/76/The_Inferno"">The Inferno</a>",1991
Steamboat Springs,USA,1991-03-23,23,0.0,2.0,3,3.5,28 years ago,10.0,11.0,0.0,CO,23.0,"<a href=""http://phish.net/venue/76/The_Inferno"">The Inferno</a>",1991
,,1991-03-25,25,,,3,,,,,,,,,1991
Santa Cruz,USA,1991-03-28,28,0.0,2.0,3,3.0625,28 years ago,16.0,0.0,0.0,CA,18.0,"<a href=""http://phish.net/venue/139/The_Catalyst"">The Catalyst</a>",1991
San Francisco,USA,1991-03-29,29,1.0,2.0,3,3.1667,28 years ago,10.0,8.0,0.0,CA,21.0,"<a href=""http://phish.net/venue/550/DNA_Lounge"">DNA Lounge</a>",1991
Berkeley,USA,1991-03-31,31,0.0,2.0,3,4.0,28 years ago,13.0,8.0,0.0,CA,23.0,"<a href=""http://phish.net/venue/551/Berkeley_Square"">Berkeley Square</a>",1991
Arcata,USA,1991-04-02,2,0.0,2.0,4,3.3077,28 years ago,10.0,8.0,0.0,CA,20.0,"<a href=""http://phish.net/venue/552/International_Beer_Garden"">International Beer Garden</a>",1991
Ashland,USA,1991-04-03,3,0.0,2.0,4,3.3333,28 years ago,12.0,9.0,0.0,OR,23.0,"<a href=""http://phish.net/venue/553/Britt_Ballroom%2C_Southern_Oregon_State_College"">Britt Ballroom</a>",1991
Eugene,USA,1991-04-04,4,2.0,2.0,4,3.5,28 years ago,10.0,12.0,0.0,OR,26.0,"<a href=""http://phish.net/venue/562/WOW_Hall"">WOW Hall</a>",1991
Portland,USA,1991-04-05,5,0.0,3.0,4,3.2941,28 years ago,11.0,9.0,0.0,OR,23.0,"<a href=""http://phish.net/venue/563/Starry_Night"">Starry Night</a>",1991
Olympia,USA,1991-04-06,6,0.0,4.0,4,3.9655,28 years ago,9.0,13.0,0.0,WA,26.0,"<a href=""http://phish.net/venue/144/Campus_Recreation_Center%2C_Evergreen_College"">Campus Rec Center</a>",1991
Northfield,USA,1991-04-11,11,0.0,5.0,4,3.5,28 years ago,12.0,14.0,0.0,MN,31.0,"<a href=""http://phish.net/venue/564/The_Cave%2C_Carleton_College"">The Cave, Carleton College</a>",1991
Madison,USA,1991-04-12,12,0.0,3.0,4,3.8824,28 years ago,9.0,10.0,0.0,WI,22.0,"<a href=""http://phish.net/venue/146/Barrymore_Theatre"">Barrymore Theatre</a>",1991
Chicago,USA,1991-04-13,13,0.0,2.0,4,2.0,28 years ago,8.0,5.0,0.0,IL,15.0,"<a href=""http://phish.net/venue/565/Biddy_Mulligan%E2%80%99s"">Biddy Mulligan’s</a>",1991
Evanston,USA,1991-04-15,15,0.0,2.0,4,3.3636,28 years ago,10.0,11.0,0.0,IL,23.0,"<a href=""http://phish.net/venue/566/The_Gathering_Place%2C_Norris_University_Center%2C_Northwestern_University"">The Gathering Place, Norris University Center, Northwestern University</a>",1991
Ann Arbor,USA,1991-04-16,16,0.0,4.0,4,3.1111,28 years ago,9.0,11.0,0.0,MI,24.0,"<a href=""http://phish.net/venue/567/Rick%27s_Caf%C3%A9"">Rick's Café</a>",1991
Oberlin,USA,1991-04-18,18,0.0,1.0,4,3.4444,28 years ago,10.0,10.0,0.0,OH,21.0,"<a href=""http://phish.net/venue/231/Dionysus_Club%2C_The_%27Sco%2C_Oberlin_College"">Dionysus Club, The 'Sco, Oberlin College</a>",1991
Buffalo,USA,1991-04-19,19,0.0,2.0,4,2.5455,28 years ago,12.0,10.0,0.0,NY,24.0,"<a href=""http://phish.net/venue/568/Nietzsche%E2%80%99s"">Nietzsche’s</a>",1991
Rochester,USA,1991-04-20,20,0.0,4.0,4,3.1667,28 years ago,11.0,13.0,0.0,NY,28.0,"<a href=""http://phish.net/venue/569/Douglass_Dining_Center%2C_University_of_Rochester"">Douglass Dining Center, University of Rochester</a>",1991
Potsdam,USA,1991-04-21,21,0.0,2.0,4,3.2222,28 years ago,13.0,9.0,0.0,NY,24.0,"<a href=""http://phish.net/venue/571/SUNY_Potsdam"">SUNY Potsdam</a>",1991
Burlington,USA,1991-04-22,22,0.0,2.0,4,2.8,28 years ago,11.0,10.0,0.0,VT,23.0,"<a href=""http://phish.net/venue/434/Billings_Lounge%2C_University_of_Vermont"">Billings Lounge, UVM</a>",1991
Durham,USA,1991-04-25,25,0.0,2.0,4,3.3077,28 years ago,11.0,11.0,0.0,NH,24.0,"<a href=""http://phish.net/venue/80/Field_House%2C_University_of_New_Hampshire"">Field House, UNH</a>",1991
Plymouth,USA,1991-04-26,26,0.0,2.0,4,3.5,28 years ago,9.0,9.0,0.0,NH,20.0,"<a href=""http://phish.net/venue/602/Hartman_Union_Activities_Center%2C_Plymouth_State_University"">Hartman Activities Center</a>",1991
Port Chester,USA,1991-04-27,27,0.0,2.0,4,3.75,28 years ago,12.0,13.0,0.0,NY,27.0,"<a href=""http://phish.net/venue/167/The_Capitol_Theatre"">The Capitol Theatre</a>",1991
Poughkeepsie,USA,1991-05-02,2,0.0,1.0,5,3.8824,28 years ago,12.0,10.0,0.0,NY,23.0,"<a href=""http://phish.net/venue/48/The_Chance"">The Chance</a>",1991
Somerville,USA,1991-05-03,3,0.0,2.0,5,3.7619,28 years ago,12.0,9.0,0.0,MA,23.0,"<a href=""http://phish.net/venue/203/Somerville_Theatre"">Somerville Theatre</a>",1991
Somerville,USA,1991-05-04,4,1.0,2.0,5,3.3,28 years ago,11.0,9.0,0.0,MA,23.0,"<a href=""http://phish.net/venue/203/Somerville_Theatre"">Somerville Theatre</a>",1991
Portland,USA,1991-05-09,9,0.0,2.0,5,3.4167,28 years ago,10.0,8.0,0.0,ME,20.0,"<a href=""http://phish.net/venue/603/Portland_Performing_Arts_Center"">Portland Performing Arts Center</a>",1991
Waterville,USA,1991-05-10,10,0.0,2.0,5,3.6875,28 years ago,10.0,13.0,0.0,ME,25.0,"<a href=""http://phish.net/venue/604/Page_Commons_Room%2C_Student_Center%2C_Colby_College"">Page Commons Room, Student Center, Colby College</a>",1991
Burlington,USA,1991-05-11,11,0.0,2.0,5,3.1,28 years ago,10.0,7.0,0.0,VT,19.0,"<a href=""http://phish.net/venue/21/The_Front"">The Front</a>",1991
Burlington,USA,1991-05-12,12,0.0,1.0,5,3.7857,28 years ago,11.0,13.0,0.0,VT,25.0,"<a href=""http://phish.net/venue/21/The_Front"">The Front</a>",1991
New Britain,USA,1991-05-16,16,0.0,1.0,5,3.2308,28 years ago,11.0,9.0,0.0,CT,21.0,"<a href=""http://phish.net/venue/605/The_Sting"">The Sting</a>",1991
Providence,USA,1991-05-17,17,0.0,2.0,5,4.1579,28 years ago,16.0,15.0,0.0,RI,33.0,"<a href=""http://phish.net/venue/95/Campus_Club"">Campus Club</a>",1991
New York,USA,1991-05-18,18,0.0,2.0,5,2.8462,28 years ago,9.0,12.0,0.0,NY,23.0,"<a href=""http://phish.net/venue/335/The_Marquee"">The Marquee</a>",1991
Salisbury,USA,1991-05-19,19,0.0,1.0,5,3.5385,28 years ago,8.0,10.0,0.0,CT,19.0,"<a href=""http://phish.net/venue/606/Salisbury_School"">Salisbury School</a>",1991
Burlington,USA,1991-07-11,11,0.0,2.0,7,4.2195,28 years ago,8.0,12.0,0.0,VT,22.0,"<a href=""http://phish.net/venue/607/Battery_Park"">Battery Park</a>",1991
Keene,USA,1991-07-12,12,2.0,2.0,7,4.5098,28 years ago,12.0,14.0,0.0,NH,30.0,"<a href=""http://phish.net/venue/78/The_Colonial_Theatre"">The Colonial Theatre</a>",1991
Lenox,USA,1991-07-13,13,0.0,1.0,7,3.7826,28 years ago,15.0,11.0,0.0,MA,27.0,"<a href=""http://phish.net/venue/608/Berkshire_Performing_Arts_Center"">Berkshire Performing Arts Center</a>",1991
Townshend,USA,1991-07-14,14,0.0,2.0,7,4.3333,28 years ago,11.0,10.0,11.0,VT,34.0,"<a href=""http://phish.net/venue/330/Townshend_Family_Park"">Townshend Family Park</a>",1991
New York,USA,1991-07-15,15,0.0,5.0,7,3.3043,28 years ago,14.0,0.0,0.0,NY,19.0,"<a href=""http://phish.net/venue/629/The_Academy"">The Academy</a>",1991
,,1991-07-16,16,,,7,,,,,,,,,1991
Hampton Beach,USA,1991-07-18,18,0.0,3.0,7,3.0667,28 years ago,11.0,8.0,0.0,NH,22.0,"<a href=""http://phish.net/venue/633/Hampton_Casino_Ballroom"">Hampton Casino Ballroom</a>",1991
Somerville,USA,1991-07-19,19,0.0,2.0,7,4.2245,28 years ago,10.0,8.0,0.0,MA,20.0,"<a href=""http://phish.net/venue/203/Somerville_Theatre"">Somerville Theatre</a>",1991
Parksville,USA,1991-07-20,20,0.0,1.0,7,4.0769,28 years ago,10.0,12.0,0.0,NY,23.0,"<a href=""http://phish.net/venue/635/Arrowhead_Ranch"">Arrowhead Ranch</a>",1991
Parksville,USA,1991-07-21,21,2.0,2.0,7,4.3636,28 years ago,11.0,9.0,0.0,NY,24.0,"<a href=""http://phish.net/venue/635/Arrowhead_Ranch"">Arrowhead Ranch</a>",1991
