date,rating,state,total_song_count
1993-08-02,4.3793,FL,25.0
1993-08-03,2.9231,FL,23.0
1993-08-06,4.125,OH,25.0
1993-08-07,4.4737,NY,25.0
1993-08-08,4.1304,OH,26.0
1993-08-09,3.8919,Ontario,20.0
1993-08-11,4.1087,MI,22.0
1993-08-12,4.44,MI,24.0
1993-08-13,4.5,IN,20.0
1993-08-14,4.5635,IL,26.0
1993-08-15,4.4865,KY,22.0
1993-08-16,4.4804,MO,21.0
1993-08-17,4.4194,KS,22.0
1993-08-20,4.4862,CO,22.0
1993-08-21,4.4583,UT,27.0
1993-08-24,4.3478,British Columbia,27.0
1993-08-25,4.2558,WA,22.0
1993-08-26,4.514,OR,20.0
1993-08-28,4.4805,CA,26.0
1993-12-28,3.8095,DC,21.0
1993-12-29,3.8276,CT,24.0
1993-12-30,4.5,ME,22.0
1993-12-31,4.6148,MA,29.0
1994-04-04,4.1268,VT,22.0
1994-04-05,3.5111,Québec,19.0
1994-04-06,3.7273,Ontario,21.0
1994-04-08,4.0484,PA,24.0
1994-04-09,4.137,NY,23.0
1994-04-10,4.1607,NY,19.0
1994-04-11,3.6944,NH,21.0
1994-04-13,2.8,NY,3.0
1994-04-14,3.3077,NY,19.0
1994-04-15,3.9524,NY,22.0
1994-04-16,3.7955,MA,20.0
1994-04-17,3.7872,VA,21.0
1994-04-18,3.5143,DE,26.0
1994-04-20,3.6098,VA,19.0
1994-04-21,4.075,NC,22.0
1994-04-22,4.3421,SC,23.0
1994-04-23,4.15,GA,21.0
1994-04-24,4.2195,NC,21.0
1994-04-25,3.6579,TN,22.0
1994-04-26,3.1429,GA,6.0
1994-04-28,3.0769,FL,13.0
1994-04-29,4.2308,FL,25.0
1994-04-30,4.15,FL,22.0
1994-05-02,4.0789,AL,20.0
1994-05-03,4.125,TN,20.0
1994-05-04,4.1389,LA,21.0
1994-05-06,3.3333,TX,22.0
1994-05-07,4.5962,TX,24.0
1994-05-08,3.5143,TX,19.0
1994-05-10,4.18,NM,20.0
1994-05-12,3.8667,AZ,25.0
1994-05-13,4.2917,AZ,20.0
1994-05-14,3.7778,CA,21.0
1994-05-16,4.1795,CA,23.0
1994-05-17,3.75,CA,23.0
1994-05-19,3.9429,OR,24.0
1994-05-20,3.75,WA,18.0
1994-05-21,3.9143,WA,21.0
1994-05-22,4.2619,British Columbia,21.0
1994-05-23,3.7742,OR,20.0
1994-05-25,3.6286,CA,24.0
1994-05-26,3.7222,CA,20.0
1994-05-27,4.4444,CA,24.0
1994-05-28,4.3846,CA,19.0
1994-05-29,4.2955,CA,24.0
1994-06-09,3.4706,UT,20.0
1994-06-10,3.9,CO,22.0
1994-06-11,4.5806,CO,18.0
1994-06-13,4.1509,KS,23.0
1994-06-14,4.1522,IA,26.0
1994-06-16,4.1818,MN,26.0
1994-06-17,4.4819,WI,26.0
1994-06-18,4.6286,IL,22.0
1994-06-19,4.1136,MI,18.0
1994-06-21,4.3333,OH,22.0
1994-06-22,4.6165,OH,31.0
1994-06-23,2.7941,MI,20.0
1994-06-24,4.1163,IN,25.0
1994-06-25,3.7576,OH,22.0
1994-06-26,4.4783,WV,27.0
1994-06-29,3.8378,NC,22.0
1994-06-30,4.383,VA,28.0
1994-07-01,3.9412,PA,24.0
1994-07-02,4.2615,NJ,22.0
1994-07-03,4.3273,ME,23.0
1994-07-05,4.1111,Ontario,23.0
1994-07-06,4.4615,Québec,23.0
1994-07-08,4.4901,MA,24.0
1994-07-09,3.8039,MA,22.0
1994-07-10,4.2131,NY,23.0
1994-07-13,4.4715,NY,26.0
1994-07-14,4.0625,NY,23.0
1994-07-15,4.2558,NY,22.0
1994-07-16,4.5888,VT,23.0
1994-10-07,3.6444,PA,21.0
1994-10-08,4.3559,VA,24.0
1994-10-09,3.55,PA,17.0
1994-10-10,3.6471,KY,24.0
1994-10-12,3.9722,TN,20.0
1994-10-13,3.6061,MS,22.0
1994-10-14,3.8,LA,24.0
1994-10-15,4.0233,AL,21.0
1994-10-16,3.5,TN,21.0
1994-10-18,4.4545,TN,21.0
1994-10-20,3.7692,FL,20.0
1994-10-21,3.7692,FL,23.0
1994-10-22,3.9487,FL,21.0
1994-10-23,4.35,FL,24.0
1994-10-25,4.2,GA,24.0
1994-10-26,4.0,NC,25.0
1994-10-27,3.7353,VA,22.0
1994-10-28,3.925,SC,24.0
1994-10-29,4.4797,SC,24.0
1994-10-31,4.613,NY,51.0
1994-11-02,4.4677,ME,18.0
1994-11-03,3.7209,MA,23.0
1994-11-04,4.371,NY,22.0
1994-11-12,4.4615,OH,21.0
1994-11-13,3.65,PA,20.0
1994-11-14,4.3404,MI,20.0
1994-11-16,4.4107,MI,20.0
1994-11-17,4.1964,OH,27.0
1994-11-18,4.2653,MI,20.0
1994-11-19,4.1389,IN,23.0
1994-11-20,4.3333,WI,24.0
1994-11-22,4.4821,MO,23.0
1994-11-23,4.4561,MO,21.0
1994-11-25,4.3113,IL,18.0
1994-11-26,4.4595,MN,16.0
1994-11-28,4.3733,MT,18.0
1994-11-30,4.4886,WA,25.0
1994-12-01,4.46,OR,20.0
1994-12-02,4.1053,CA,17.0
1994-12-03,3.9487,CA,20.0
1994-12-04,3.7083,CA,20.0
1994-12-06,4.0,CA,23.0
1994-12-07,3.6452,CA,18.0
1994-12-08,4.2381,CA,21.0
1994-12-09,4.3958,AZ,22.0
1994-12-10,4.037,CA,23.0
1994-12-28,4.0877,PA,22.0
1994-12-29,4.6078,RI,20.0
1994-12-30,3.4667,NY,1.0
1994-12-31,4.2143,MA,27.0
1995-05-14,4.125,VT,11.0
1995-05-16,4.1605,MA,16.0
1995-06-07,3.5682,ID,22.0
1995-06-08,3.8148,UT,18.0
1995-06-09,3.7302,CO,18.0
1995-06-10,4.2576,CO,20.0
1995-06-13,3.0233,MO,21.0
1995-06-14,4.375,TN,20.0
1995-06-15,4.4459,GA,20.0
1995-06-16,4.3667,NC,16.0
1995-06-17,4.2063,VA,21.0
1995-06-19,4.241,IN,19.0
1995-06-20,4.4,OH,22.0
1995-06-22,4.4444,NY,16.0
1995-06-23,4.0143,NJ,17.0
1995-06-24,3.6327,PA,20.0
1995-06-25,4.2609,PA,21.0
1995-06-26,4.4911,NY,18.0
1995-06-28,3.7018,NY,20.0
1995-06-29,3.7818,NY,17.0
1995-06-30,3.8,MA,23.0
1995-07-01,4.1923,MA,19.0
1995-07-02,4.0351,VT,20.0
1995-07-03,4.25,VT,23.0
1995-07-13,3.4,NY,1.0
1995-09-27,2.7778,CA,18.0
1995-09-28,2.3333,CA,18.0
1995-09-29,2.7317,CA,19.0
1995-09-30,3.6481,CA,21.0
1995-10-02,3.3125,WA,21.0
1995-10-03,2.5758,WA,21.0
1995-10-05,3.625,OR,21.0
1995-10-06,3.4054,British Columbia,20.0
1995-10-07,4.0833,WA,19.0
1995-10-08,3.1842,MT,22.0
1995-10-11,4.3019,AZ,21.0
1995-10-13,3.2941,TX,20.0
1995-10-14,3.975,TX,18.0
1995-10-15,3.3714,TX,20.0
1995-10-17,3.7059,LA,18.0
1995-10-19,3.875,MO,23.0
1995-10-20,3.2143,IA,22.0
1995-10-21,4.4762,NE,22.0
1995-10-22,4.3939,IL,25.0
1995-10-24,4.4051,WI,22.0
1995-10-25,4.2128,MN,20.0
1995-10-27,3.9231,MI,20.0
1995-10-28,4.25,MI,18.0
1995-10-29,3.8958,KY,23.0
1995-10-31,4.5025,IL,31.0
1995-11-09,4.28,GA,19.0
1995-11-10,4.2593,GA,19.0
1995-11-11,4.3333,GA,24.0
1995-11-12,3.9091,FL,21.0
1995-11-14,4.5733,FL,22.0
1995-11-15,3.6486,FL,18.0
1995-11-16,3.5714,FL,22.0
1995-11-18,4.225,SC,19.0
1995-11-19,3.7179,NC,20.0
1995-11-21,4.025,NC,24.0
1995-11-22,3.6379,MD,18.0
1995-11-24,3.6571,PA,23.0
1995-11-25,4.0484,VA,23.0
1995-11-28,3.3529,TN,22.0
1995-11-29,4.2642,TN,21.0
1995-11-30,4.4359,OH,19.0
1995-12-01,4.575,PA,21.0
1995-12-02,4.3294,CT,20.0
1995-12-04,3.6949,MA,22.0
1995-12-05,4.3438,MA,18.0
1995-12-07,4.5676,NY,22.0
1995-12-08,4.3,OH,20.0
1995-12-09,4.4841,NY,19.0
1995-12-11,4.4648,ME,22.0
1995-12-12,4.2647,RI,17.0
1995-12-14,4.6185,NY,19.0
1995-12-15,3.9722,PA,22.0
1995-12-16,3.569,NY,18.0
1995-12-17,4.4605,NY,19.0
1995-12-28,4.1957,MA,19.0
1995-12-29,4.4789,MA,21.0
1995-12-30,4.2128,NY,22.0
1995-12-31,4.647,NY,26.0
1996-04-26,3.7949,LA,15.0
1996-06-06,3.451,NY,20.0
1996-07-02,,,
1996-07-03,2.8095,,5.0
1996-07-05,2.8,,7.0
1996-07-06,3.0667,,6.0
1996-07-07,2.5,,10.0
1996-07-09,2.25,,7.0
1996-07-10,2.8125,,7.0
1996-07-11,3.1667,,19.0
1996-07-12,2.775,,25.0
1996-07-13,2.0,,10.0
1996-07-15,3.1667,,20.0
1996-07-17,2.6,,5.0
1996-07-18,2.4,,7.0
1996-07-19,2.2727,,6.0
1996-07-21,3.2609,,24.0
1996-07-22,2.3333,,8.0
1996-07-23,3.8966,,20.0
1996-07-24,2.1429,,5.0
1996-07-25,2.5833,,8.0
1996-08-02,3.4,UT,21.0
1996-08-04,3.6964,CO,18.0
1996-08-05,3.9672,CO,23.0
1996-08-06,4.0833,CO,20.0
1996-08-07,3.8039,CO,22.0
1996-08-10,4.1566,WI,23.0
1996-08-12,3.75,IN,20.0
1996-08-13,4.589,IN,23.0
1996-08-14,4.1915,PA,23.0
1996-08-15,4.3556,NY,4.0
1996-08-16,4.5195,NY,30.0
1996-08-17,4.5964,NY,26.0
1996-10-16,2.6047,NY,23.0
1996-10-17,3.1143,PA,19.0
1996-10-18,3.7593,PA,17.0
1996-10-19,3.8525,NY,21.0
1996-10-21,3.5306,NY,22.0
1996-10-22,4.0862,NY,20.0
1996-10-23,4.1346,CT,18.0
1996-10-25,3.5714,VA,23.0
1996-10-26,3.6809,NC,17.0
1996-10-27,3.2105,SC,22.0
1996-10-29,4.0556,FL,22.0
1996-10-31,4.6,GA,27.0
1996-11-02,4.488,FL,16.0
1996-11-03,3.5429,FL,18.0
1996-11-06,3.8,TN,19.0
1996-11-07,4.4915,KY,17.0
1996-11-08,3.9259,IL,18.0
1996-11-09,3.7451,MI,18.0
1996-11-11,3.6,MI,22.0
1996-11-12,2.6667,MN,1.0
1996-11-13,3.5882,MN,17.0
1996-11-14,3.125,IA,21.0
1996-11-15,4.2264,MO,23.0
1996-11-16,4.4493,NE,21.0
1996-11-18,4.193,TN,21.0
1996-11-19,4.1957,MO,17.0
1996-11-22,3.0,WA,21.0
1996-11-23,3.7879,British Columbia,20.0
1996-11-24,3.8286,OR,20.0
1996-11-27,4.2182,WA,19.0
1996-11-29,3.5682,CA,20.0
1996-11-30,4.1231,CA,22.0
1996-12-01,3.7755,CA,23.0
1996-12-02,3.0286,AZ,17.0
1996-12-03,4.0,CA,1.0
1996-12-04,3.4474,CA,21.0
1996-12-06,4.5587,NV,25.0
1996-12-28,3.6429,PA,20.0
1996-12-29,4.4405,PA,22.0
1996-12-30,3.4386,MA,18.0
1996-12-31,3.875,MA,27.0
1997-02-13,3.25,,25.0
1997-02-14,3.1463,,19.0
1997-02-16,3.6269,,23.0
1997-02-17,4.604,,19.0
1997-02-18,3.1429,,20.0
1997-02-20,3.3,,23.0
1997-02-21,4.0625,,16.0
1997-02-22,3.1316,,19.0
1997-02-23,3.7674,,21.0
1997-02-25,2.4634,,20.0
1997-02-26,2.7692,,4.0
1997-02-28,2.8125,,20.0
1997-03-01,4.4846,,20.0
1997-03-02,3.2647,,23.0
1997-03-05,2.1,NY,1.0
1997-03-18,3.3654,VT,22.0
1997-05-18,3.5714,PA,1.0
1997-06-06,3.6333,VT,28.0
1997-06-13,3.7407,,19.0
1997-06-14,3.5263,,20.0
1997-06-16,2.7674,,19.0
1997-06-19,3.4054,,19.0
1997-06-20,4.0,,18.0
1997-06-21,3.1667,,16.0
1997-06-22,3.4423,Koblenz,10.0
1997-06-24,3.7143,,20.0
1997-06-25,4.3333,,22.0
1997-06-27,2.0526,,8.0
1997-06-29,2.4643,,8.0
1997-07-01,4.5858,,17.0
1997-07-02,4.588,,14.0
1997-07-03,3.6818,,15.0
1997-07-05,3.5556,,15.0
1997-07-06,3.2857,,15.0
1997-07-09,4.3492,,15.0
1997-07-10,4.3973,,15.0
1997-07-11,3.2143,,8.0
1997-07-21,4.4444,VA,16.0
1997-07-22,4.5093,NC,16.0
1997-07-23,4.4892,GA,17.0
1997-07-25,4.2105,TX,14.0
1997-07-26,3.8514,TX,19.0
1997-07-29,4.0787,AZ,18.0
1997-07-30,4.438,CA,19.0
1997-07-31,4.4545,CA,17.0
1997-08-02,4.2455,WA,16.0
1997-08-03,3.8977,WA,19.0
1997-08-06,3.697,MO,16.0
1997-08-08,3.4483,IL,15.0
1997-08-09,4.4091,WI,20.0
1997-08-10,4.4945,IN,16.0
1997-08-11,3.7103,IN,15.0
1997-08-13,4.3465,PA,21.0
1997-08-14,4.2115,NY,21.0
1997-08-16,4.6142,ME,26.0
1997-08-17,4.6279,ME,27.0
1997-11-07,3.4545,NY,2.0
1997-11-13,4.1818,NV,17.0
1997-11-14,4.4113,UT,13.0
1997-11-16,4.136,CO,17.0
1997-11-17,4.6434,CO,12.0
1997-11-19,4.5776,IL,15.0
1997-11-21,4.6186,VA,13.0
1997-11-22,4.634,VA,15.0
1997-11-23,4.5618,NC,15.0
1997-11-26,4.3938,CT,19.0
1997-11-28,4.4478,MA,14.0
1997-11-29,4.2753,MA,20.0
1997-11-30,4.2612,MA,14.0
1997-12-01,3.9583,PA,1.0
1997-12-02,4.5837,PA,18.0
1997-12-03,4.5029,PA,14.0
1997-12-05,4.1128,OH,18.0
1997-12-06,4.6221,MI,16.0
1997-12-07,4.6307,OH,19.0
1997-12-09,4.0256,PA,17.0
1997-12-11,4.597,NY,14.0
1997-12-12,4.2086,NY,18.0
1997-12-13,4.4029,NY,21.0
1997-12-28,3.8113,MD,21.0
1997-12-29,4.6199,NY,15.0
1997-12-30,4.6308,NY,21.0
1997-12-31,4.1295,NY,24.0
1998-06-29,2.7778,Copenhagen,2.0
1998-06-30,3.7455,Copenhagen,26.0
1998-07-01,4.3036,Copenhagen,15.0
1998-07-02,4.4186,Copenhagen,16.0
1998-07-03,2.7727,Fyn,11.0
1998-07-05,2.9683,,16.0
1998-07-06,4.5992,,16.0
1998-07-08,3.5854,,15.0
1998-07-09,4.2075,,17.0
1998-07-10,2.75,,14.0
1998-07-15,4.4953,OR,23.0
1998-07-16,4.2233,WA,15.0
1998-07-17,4.6229,WA,13.0
1998-07-19,4.0472,CA,18.0
1998-07-20,4.4437,CA,19.0
1998-07-21,4.2222,AZ,18.0
1998-07-24,4.0294,TX,16.0
1998-07-25,3.8553,TX,17.0
1998-07-26,3.7051,TX,15.0
1998-07-28,4.3146,KS,20.0
1998-07-29,4.5031,MO,18.0
1998-07-31,4.1053,OH,18.0
1998-08-01,4.4671,WI,22.0
1998-08-02,4.3084,IN,17.0
1998-08-03,4.3732,IN,19.0
1998-08-06,3.7195,GA,23.0
1998-08-07,3.8,NC,18.0
1998-08-08,4.5031,MD,16.0
1998-08-09,4.4878,VA,20.0
1998-08-11,4.5068,PA,18.0
1998-08-12,4.489,NY,17.0
1998-08-14,4.2927,ME,6.0
1998-08-15,4.469,ME,31.0
1998-08-16,4.4702,ME,31.0
1998-10-03,4.0656,IL,10.0
1998-10-15,3.4595,CA,20.0
1998-10-17,3.6786,CA,10.0
1998-10-18,3.9167,CA,12.0
1998-10-20,3.8214,NY,11.0
1998-10-27,4.05,NY,1.0
1998-10-29,4.0556,CA,18.0
1998-10-30,4.3163,NV,19.0
1998-10-31,4.4898,NV,25.0
1998-11-02,4.6286,UT,25.0
1998-11-03,3.3846,CO,4.0
1998-11-04,3.5273,CO,16.0
1998-11-06,3.7714,WI,18.0
1998-11-07,4.3298,IL,16.0
1998-11-08,3.7813,IL,18.0
1998-11-09,4.2875,IL,19.0
1998-11-11,4.5588,MI,17.0
1998-11-13,3.6552,OH,19.0
1998-11-14,3.8391,OH,21.0
1998-11-15,3.5333,TN,16.0
1998-11-18,3.8302,SC,20.0
1998-11-19,3.6852,NC,18.0
1998-11-20,4.0261,VA,24.0
1998-11-21,4.2941,VA,23.0
1998-11-24,3.9714,CT,17.0
1998-11-25,3.7049,NY,20.0
1998-11-27,4.6189,MA,30.0
1998-11-28,3.6667,MA,19.0
1998-11-29,4.3875,MA,21.0
1998-12-28,4.0217,NY,17.0
1998-12-29,4.424,NY,16.0
1998-12-30,3.7742,NY,19.0
1998-12-31,4.4488,NY,21.0
1999-05-17,3.4286,VT,2.0
1999-06-24,4.1111,VT,13.0
1999-06-30,3.8169,KS,20.0
1999-07-01,3.875,TN,14.0
1999-07-03,4.0814,GA,21.0
1999-07-04,4.3545,GA,22.0
1999-07-07,4.101,NC,19.0
1999-07-08,3.5474,VA,19.0
1999-07-09,3.7326,MD,16.0
1999-07-10,4.4954,NJ,15.0
1999-07-12,4.1863,MA,14.0
1999-07-13,4.3273,MA,16.0
1999-07-15,4.4878,NJ,18.0
1999-07-16,3.3824,NJ,18.0
1999-07-17,4.2671,NY,20.0
1999-07-18,4.497,NY,28.0
1999-07-20,3.7258,Ontario,17.0
1999-07-21,3.88,PA,18.0
1999-07-23,4.4071,OH,16.0
1999-07-24,4.3905,WI,20.0
1999-07-25,4.5771,IN,19.0
1999-07-26,3.6977,IN,19.0
1999-07-29,3.4286,,0.0
1999-07-30,2.8824,,7.0
1999-07-31,4.0137,,17.0
1999-08-01,3.5833,,21.0
1999-09-04,2.6667,VT,6.0
1999-09-09,4.0571,British Columbia,22.0
1999-09-10,3.662,WA,18.0
1999-09-11,4.0256,WA,16.0
1999-09-12,4.4082,OR,16.0
1999-09-14,4.6225,ID,18.0
1999-09-16,3.7627,CA,23.0
1999-09-17,4.4096,CA,20.0
1999-09-18,4.4643,CA,16.0
1999-09-19,3.2941,CA,16.0
1999-09-21,3.9608,AZ,19.0
1999-09-22,4.3333,NM,19.0
1999-09-24,4.2157,TX,18.0
1999-09-25,3.2439,TX,17.0
1999-09-26,3.4878,LA,19.0
1999-09-28,4.1607,AL,17.0
1999-09-29,4.4217,TN,22.0
1999-10-01,3.8293,IA,18.0
1999-10-02,4.2763,MN,17.0
1999-10-03,3.6269,IL,22.0
1999-10-04,3.625,IL,17.0
1999-10-07,3.7727,NY,21.0
1999-10-08,4.0233,NY,15.0
1999-10-09,3.697,NY,14.0
1999-10-10,3.411,NY,15.0
1999-12-02,4.1974,MI,17.0
1999-12-03,3.8312,OH,14.0
1999-12-04,3.4571,OH,18.0
1999-12-05,3.2958,NY,22.0
1999-12-07,4.0615,ME,18.0
1999-12-08,4.1538,ME,17.0
1999-12-10,3.5857,PA,20.0
1999-12-11,4.5975,PA,14.0
1999-12-12,3.5541,CT,14.0
1999-12-13,3.6552,RI,16.0
1999-12-15,3.5938,DC,16.0
1999-12-16,4.391,NC,17.0
1999-12-17,2.791,VA,18.0
1999-12-18,4.2766,VA,21.0
1999-12-29,4.2885,FL,7.0
1999-12-30,4.6127,FL,33.0
1999-12-31,4.7632,FL,51.0
2000-05-15,3.3333,PA,9.0
2000-05-16,3.2,NY,1.0
2000-05-18,2.9286,CA,9.0
2000-05-19,3.0,CA,12.0
2000-05-21,3.2444,NY,17.0
2000-05-22,3.9189,NY,17.0
2000-05-23,3.7037,NY,22.0
2000-06-09,4.0851,Tokyo,17.0
2000-06-10,3.7714,Tokyo,17.0
2000-06-11,2.9355,Tokyo,18.0
2000-06-13,3.6667,Nagoya,21.0
2000-06-14,4.6183,Fukuoka,15.0
2000-06-15,4.1905,Osaka,14.0
2000-06-16,3.8571,Osaka,19.0
2000-06-22,4.1667,TN,20.0
2000-06-23,3.7121,GA,17.0
2000-06-24,3.989,GA,18.0
2000-06-25,2.6081,NC,19.0
2000-06-27,3.2,NY,1.0
2000-06-28,4.4552,NJ,15.0
2000-06-29,4.4823,NJ,16.0
2000-06-30,4.1638,CT,20.0
2000-07-01,3.8807,CT,22.0
2000-07-03,4.045,NJ,18.0
2000-07-04,4.4779,NJ,18.0
2000-07-06,3.6885,Ontario,20.0
2000-07-07,3.8485,PA,19.0
2000-07-08,4.1533,WI,20.0
2000-07-10,3.875,IN,18.0
2000-07-11,4.61,IN,28.0
2000-07-12,3.7414,IN,15.0
2000-07-14,4.1183,OH,22.0
2000-07-15,3.8471,OH,17.0
2000-07-17,3.2609,TX,20.0
2000-09-08,3.7746,NY,20.0
2000-09-09,3.9205,NY,17.0
2000-09-11,3.6,MA,15.0
2000-09-12,3.4828,MA,18.0
2000-09-14,4.4152,NY,15.0
2000-09-15,3.7692,PA,15.0
2000-09-17,4.4175,MD,16.0
2000-09-18,3.987,OH,16.0
2000-09-20,3.7895,OH,19.0
2000-09-22,4.2766,IL,17.0
2000-09-23,3.7714,IL,15.0
2000-09-24,3.6667,MN,21.0
2000-09-25,3.1064,KS,18.0
2000-09-27,3.881,CO,18.0
2000-09-29,3.8353,NV,17.0
2000-09-30,4.2656,NV,18.0
2000-10-01,3.9683,AZ,18.0
2000-10-03,2.25,CA,1.0
2000-10-04,3.2889,CA,15.0
2000-10-05,3.5435,CA,18.0
2000-10-06,3.9241,CA,20.0
2000-10-07,4.2807,CA,16.0
2001-12-01,4.2941,MA,3.0
2002-12-14,2.9286,NY,2.0
2002-12-19,2.6,NY,1.0
2002-12-31,3.7143,NY,24.0
2003-01-02,3.2736,VA,18.0
2003-01-03,3.2688,VA,15.0
2003-01-04,3.5149,VA,18.0
2003-02-14,3.8974,CA,17.0
2003-02-15,3.8768,NV,14.0
2003-02-16,4.1724,NV,17.0
2003-02-18,3.1705,CO,19.0
2003-02-20,4.3865,IL,15.0
2003-02-21,3.8394,OH,16.0
2003-02-22,4.3818,OH,15.0
2003-02-24,3.1613,NJ,16.0
2003-02-25,3.2821,PA,17.0
2003-02-26,4.3958,MA,19.0
2003-02-28,4.6284,NY,16.0
2003-03-01,4.2707,NC,21.0
2003-06-11,3.4444,NJ,1.0
2003-07-06,3.4,AZ,3.0
2003-07-07,3.0886,AZ,17.0
2003-07-08,3.0615,CA,17.0
2003-07-09,4.041,CA,14.0
2003-07-10,2.8462,CA,16.0
2003-07-12,3.4205,WA,17.0
2003-07-13,3.9368,WA,16.0
2003-07-15,4.4717,UT,23.0
2003-07-17,3.3333,KS,18.0
2003-07-18,3.3241,WI,18.0
2003-07-19,4.0441,WI,17.0
2003-07-21,4.0945,IN,20.0
2003-07-22,4.3133,IN,15.0
2003-07-23,4.2763,IN,16.0
2003-07-25,4.1197,NC,17.0
2003-07-26,3.6111,GA,18.0
2003-07-27,2.9333,NC,16.0
2003-07-29,4.4932,PA,21.0
2003-07-30,4.4227,NJ,14.0
2003-07-31,4.0815,NJ,17.0
2003-08-01,4.2917,ME,3.0
2003-08-02,4.5987,ME,27.0
2003-08-03,4.4901,ME,22.0
2003-11-28,3.0667,NY,19.0
2003-11-29,2.6106,PA,17.0
2003-12-01,3.5248,NY,15.0
2003-12-02,3.5913,MA,22.0
2003-12-28,3.93,FL,20.0
2003-12-29,4.1842,FL,16.0
2003-12-30,4.391,FL,20.0
2003-12-31,4.11,FL,26.0
2004-03-13,3.625,VT,1.0
2004-04-11,4.0,VT,2.0
2004-04-15,2.0764,NV,22.0
2004-04-16,2.6897,NV,24.0
2004-04-17,2.916,NV,19.0
2004-06-17,4.1149,NY,21.0
2004-06-18,3.0708,NY,18.0
2004-06-19,4.5,NY,13.0
2004-06-20,4.5021,NY,14.0
2004-06-21,3.7805,NY,7.0
2004-06-23,3.6829,IN,17.0
2004-06-24,3.8346,IN,15.0
2004-06-25,3.6061,WI,18.0
2004-06-26,4.1552,WI,15.0
2004-08-09,3.0621,VA,16.0
2004-08-10,3.3429,MA,16.0
2004-08-11,3.4245,MA,21.0
2004-08-12,4.0065,NJ,18.0
2004-08-13,4.2174,VT,4.0
2004-08-14,2.5257,VT,23.0
2004-08-15,2.231,VT,24.0
2008-09-06,4.0526,NY,3.0
2009-03-06,4.1257,VA,28.0
2009-03-07,3.2937,VA,27.0
2009-03-08,3.432,VA,30.0
2009-05-31,3.0061,MA,24.0
2009-06-02,2.75,NY,19.0
2009-06-04,2.951,NY,17.0
2009-06-05,3.2,NY,19.0
2009-06-06,2.4627,MA,20.0
2009-06-07,4.1183,NJ,23.0
2009-06-09,3.337,NC,21.0
2009-06-10,3.5857,TN,22.0
2009-06-11,2.5333,TN,0.0
2009-06-12,3.5933,TN,20.0
2009-06-14,3.2061,TN,24.0
2009-06-16,2.411,MO,24.0
2009-06-18,3.3802,PA,25.0
2009-06-19,4.0065,IN,22.0
2009-06-20,3.4135,WI,22.0
2009-06-21,3.9662,WI,23.0
2009-07-30,3.5,CO,20.0
2009-07-31,3.8587,CO,18.0
2009-08-01,3.7614,CO,17.0
2009-08-02,3.4848,CO,23.0
2009-08-05,2.8667,CA,21.0
2009-08-07,4.4568,WA,17.0
2009-08-08,3.8333,WA,21.0
2009-08-11,2.9448,IL,20.0
2009-08-13,3.3585,NY,23.0
2009-08-14,4.4797,CT,22.0
2009-08-15,2.5185,MD,22.0
2009-08-16,3.4812,NY,24.0
2009-10-29,3.45,CA,10.0
2009-10-30,3.3355,CA,22.0
2009-10-31,4.2871,CA,33.0
2009-11-01,4.2086,CA,41.0
2009-11-18,3.4337,MI,24.0
2009-11-20,3.7946,OH,19.0
2009-11-21,3.6581,OH,22.0
2009-11-22,3.25,NY,24.0
2009-11-24,3.7983,PA,20.0
2009-11-25,2.7586,PA,18.0
2009-11-27,3.6134,NY,24.0
2009-11-28,4.4787,NY,20.0
2009-11-29,3.6235,ME,25.0
2009-12-02,3.4259,NY,23.0
2009-12-03,3.271,NY,19.0
2009-12-04,3.7266,NY,23.0
2009-12-05,3.9485,VA,23.0
2009-12-28,3.2375,FL,22.0
2009-12-29,3.8144,FL,21.0
2009-12-30,4.3356,FL,24.0
2009-12-31,3.8304,FL,30.0
2010-03-15,3.68,NY,2.0
2010-05-13,2.6786,NY,2.0
2010-06-11,3.9185,IL,20.0
2010-06-12,3.5248,OH,20.0
2010-06-13,3.7938,PA,19.0
2010-06-15,3.0449,VA,23.0
2010-06-17,3.4196,CT,22.0
2010-06-18,4.0275,CT,21.0
2010-06-19,3.5965,NY,21.0
2010-06-20,3.973,NY,21.0
2010-06-22,3.2171,MA,20.0
2010-06-24,3.7164,NJ,22.0
2010-06-25,4.17,NJ,23.0
2010-06-26,3.627,MD,23.0
2010-06-27,4.3816,MD,21.0
2010-06-29,3.3889,NY,20.0
2010-07-01,3.896,NC,21.0
2010-07-02,4.322,NC,19.0
2010-07-03,4.0229,GA,24.0
2010-07-04,4.4352,GA,23.0
2010-08-05,3.3628,CA,20.0
2010-08-06,4.0355,CA,18.0
2010-08-07,4.234,CA,20.0
2010-08-09,3.5208,CO,21.0
2010-08-10,3.413,CO,22.0
2010-08-12,3.94,IN,26.0
2010-08-13,4.1867,IN,23.0
2010-08-14,4.383,WI,24.0
2010-08-15,4.1647,WI,21.0
2010-08-17,3.869,NY,21.0
2010-08-18,3.6739,NY,23.0
2010-10-08,3.0145,TX,14.0
2010-10-10,3.2929,CO,23.0
2010-10-11,3.2022,CO,21.0
2010-10-12,2.6538,CO,20.0
2010-10-15,3.6224,SC,28.0
2010-10-16,4.4354,SC,21.0
2010-10-19,4.1855,ME,24.0
2010-10-20,4.4672,NY,23.0
2010-10-22,3.9298,RI,22.0
2010-10-23,3.6299,MA,24.0
2010-10-24,3.4375,MA,22.0
